Chine,Pekin,35.861660,104.195396,Yuan,ch
Espagne,Madrid,40.46775,-3.74970,Euro,es
Mauritanie,Nouakchot,21.007891,-10.940835,Ouguiya,mr
Maroc,Rabat,31.791702,-7.092620,Dirham,ma
Belgique,Bruxelles,50.503887,4.469936,Euro,be
